word,frequency_classification,definition,word_types,word_endings,sentences
cenzúra,4,"A nyilvánosságnak szánt szellemi termékek tartalmának előzetes ellenőrzése, illetve az erre szolgáló intézmény.",fn,"*k,*t,*ja","A cenzúra nem engedélyezte a film bemutatását.,Önkényeskedő ellenőrzés.,A gyerekek tiltakoztak, mert a táborvezető cenzúrának vetette alá a szülőknek írt leveleket."
cerberus,2,"(tréfás) Szigorú őr, portás.",fn,"~t,~a","A kórház bejáratánál egy rendíthetetlen cerberus áll őrt, hogy a beteglátogatók csak a kijelölt időben mehessenek be.,(Labdajátékban:) Kapus.,A veterán cerberus ismét jól védett."
ceremónia,3,"(rosszalló is) Külsőségekkel járó szertartás, társadalmi formaság.",fn,"*k,*t,*ja","Óriási ceremóniát rendeztek a külföldi vendég tiszteletére.,(bizalmas) Fölösleges körülményeskedés, felhajtás.,Minek ekkora ceremóniát csapni a dolog körül?"
cérna,4,Varráshoz való sodrott textilszál.,fn,"*k,*t,*ja",Elütő színű cérnával varrta össze a nadrágon a szakadást.
ceruza,4,Faburkolatba vagy csavaros fémtokba foglalt grafit- vagy festékrúd mint írószer.,fn,"*k,*t,*ja","Ceruzával rajzol.,Kihegyezi a ceruzát."
cet,2,"Tengeri emlős, bálna.",fn,"~et,~je",A delfin is a cetek rendjébe tartozik.
cetli,2,(bizalmas) Kis cédula.,fn,"~t,~je",Egy cetlire feljegyezte magának aznapi tennivalóit.
cézár,3,Római császár.,fn,"~t,~ja","A Római Birodalomban Julius Caesar nyomán az egyeduralkodót a cézár cím illette meg.,Teljhatalmú irányító, diktátor.,Pierre Cardin a divatszakma cézárja.,(rosszalló) Hatalmaskodó ember.,Ezen a környéken ő a cézár, mindenki neki engedelmeskedik."
cián,3,Keserűmandula-szagú mérges gáz.,fn,"~t,~ja","Régebben ciánnal irtották a lakásokban az élősködőket.,Ebből készült színtelen, mérgező folyadék.,A krimiben a gyilkos ciánnal mérgezte meg áldozatát."
ciánoz,1,Ciánnal féregtelenít.,ige,,"Ciánoznak a lakásban, mert elszaporodtak a csótányok és az egerek."
cibál,3,"Erőszakosan húzgál valamit, valakit.",ige,,A kiskutya ide-oda cibálja a félig szétrágott papucsot.
cica,4,(kedveskedő) (Kis)macska.,fn,"*k,*t,*ja","Tejet ad a cicának., (gyermeknyelvi) Elvitte a cica : nincs itt.,(Kislány, fiatal nő bizalmas megszólításként:) Hová mész, cicám?,Labdajáték, illetve benne az a játékos, akinek el kell fognia a labdát.,A gyerekek cicát játszanak az udvaron.,Te leszel a cica!"
cicamosdás,1,"(tréfás, gúnyos) Gyors, felületes mosdás.",fn,,"Ez már megint cicamosdás volt, a füled piszkos maradt!"
cici,2,"(bizalmas, gyermeknyelvi) Női mell, emlő.",fn,"~t,~je","Még mindig a cici kell neki, szeret szopni, pedig már egyéves."
cickafark,1,"Fehér, fészkes virágzatú, fűszeres illatú gyógynövény.",fn,,A cickafarkból főzött teát sokféle betegségre ajánlják.
cickány,1,"Egérszerű, hegyes orrú ragadozó állat.",fn,"~t,~a","A cickányok főleg rovarokkal táplálkoznak, de feltörik a madártojást is."
cicoma,1,"(rosszalló) Ízléstelen, túlzott díszítés; túl cifra öltözködés.",fn,"*k,*t,*ja",Lakása és az ő külseje is csupa cicoma.
cifráz,3,(népi) Feltűnő díszítéssel lát el valamit.,ige,,"Cifrázza a hímzést.,(népi) (Dalt, táncot) díszítőelemekkel, cifrázatokkal kiegészítve ad elő.,Hajlításokkal cifrázza énekét.,(bizalmas) A valóságot szépítve mellébeszél.,A lényeget mondd, ne cifrázd!"
cigány,5,"Ázsia és Európa országaiban szétszóródva élő, indiai eredetű, sötét bőrű néphez tartozó, vele kapcsolatos.",mn,"~t,~ul","A cigány népzenének híre van, de kevesen ismerik.,(Főnévi használatban:) A házunkban lakik egy cigány.,| A cigányok : a cigány nép.,Cigány nyelvű.,Magyarországon kiadnak egy újságot cigányul.,(Főnévi használatban:) Nyelvész ismerősöm a cigányt tanulmányozza.,(Főnévi használatban:) Cigányzenész.,„Húzd rá cigány, csak azért is” (Petőfi S.: Falu végén kurta kocsma)."
cigánykerék,2,"Cigánykereket hány vagy vet : tenyerével és talpával érintve a földet, oldalirányban kerék módjára forog.",fn,,
cigányútra,1,Félre.,fn,," Cigányútra megy, szalad valami : nyeléskor a légcsőbe kerül, és görcsös köhögést okoz.,Cigányútra ment a kifli csücske."
cigányzene,2,"Főleg cigány muzsikusokból álló zenekarok által játszott, népies magyar műdalokból álló zene.",fn,,Vasárnap esténként kihallatszik a vendéglőből a cigányzene.
cigaretta,5,"Papírhüvelyből, a beléje töltött apróra vágott dohányból és általában füstszűrőből álló dohányáru.",fn,"*k,*t,*ja","Napi harminc cigarettát is elszív.,Cigarettázás.,Tüdejét tönkretette a cigaretta."
cigi,5,(bizalmas) Cigaretta.,fn,"~t,~je",
ciha,1,(népi) Huzat dunyhán vagy párnán.,fn,"*k,*t,*ja","Kimossa a cihát, az ágyat pedig kiszellőzteti."
cikcakk,1,Ismételten megtörő és irányt változtató vonal.,fn,"~ot,~ja","A krimihős cikcakkban menekült pisztolyos üldözője elől.,(Jelzőként:) Az automata varrógép cikcakk alakú öltéssel szegi fel a ruha alját."
cikk,5,"Áru, árucikk.",fn,"~et,~e","A boltban minden háztartási cikk kapható.,Rövidebb írásmű, közlemény.,Újságoknak és folyóiratoknak ír cikkeket.,Törvény, szabályzat, szerződés meghatározott része.,Az cikk paragrafusának (3) bekezdésében ez áll: … Gerezd (gyümölcsé, hagymáé).,A narancsból csak egy cikket kérek.,(Jelzőként:) Egy cikk fokhagyma sem árt bele."
ciklámen,1,"Lila virágú, illatos növény.",fn,"~t,~je","Kapott egy cserép cikláment.,Az erdei ciklámen szigorúan védett növény."
ciklon,3,Trópusi forgószél; örvénylés a hideg és meleg légtömegek határán.,fn,"~t,~ja","Pusztító ciklon söpört végig a tájon., (tréfás) Szőke ciklon : viharos temperamentumú szőke nő."
ciklus,4,Szabályosan visszatérő időszak.,fn,"~t,~a"," Parlamenti ciklus : két választás közötti időszak.,Egy parlamenti ciklus négy évig tart.,Tartalmilag összefüggő versek, drámák, regények sorozata.,Ez a vers a ciklus harmadik darabja.,(Az orvosi nyelvhasználatban:) Két menstruáció közötti időszak, rendszerint 28 nap.,A ciklus kamaszkorban még rendszertelen."
cikória,1,A katáng nevű növény egyik fajtája.,fn,"*t,*ja","Az ötvenes években cikóriát is termesztettek Nyugat-Magyarországon.,Az ennek gyökeréből készített kávépótló.,Cikóriából főzött magának kávét reggelire."
cikornyás,1,"(rosszalló) Agyondíszített, túlcifrázott.",mn,"~at,~an","Cikornyás betűkkel ír.,Cikornyás a beszéde."
cilinder,2,"Magas, henger alakú, lapos tetejű kalap.",fn,"~t,~e","Az estélyi frakkhoz cilindert viseltek a férfiak.,(régi) Motor hengere.,Az autó motorjában hat cilinder van."
cím,5,Szellemi alkotásnak a tartalomra utaló megjelölése.,fn,"~et,~e","Címe szokott lenni könyvnek, irodalmi műnek, zeneműnek, filmnek, képnek, újságcikknek stb.,Tartózkodási helyet megjelölő adatok együttese.,Add meg a lakásod és a munkahelyed címét.,(Hivatalos levélben, megszólításként:) Címzett, akinek a levél szól.,Tisztelt Cím!,Rang.,Nem használja a doktori címet.,A család kétszáz éve kapott bárói címet.,Kitüntetésként adott hivatalos elismerés.,Idén érdemes művész címet kapott.,(Sportban:) A győztest megillető elismerő minősítés.,A csapat megszerezte a bajnoki címet."
cimbalom,3,"Asztalhoz hasonló alakú húros, pedálos ütőhangszer.",fn,,"A cimbalom húrjait ruganyos gömböcskében végződő két pálcikával, az úgynevezett verőkkel szólaltatják meg."
cimbora,4,"Jó pajtás, társ.",fn,"*k,*t,*ja","Az öreg cimborák hamar szót értenek egymással.,(rosszalló) Cinkostárs.,Cimboráival rendszeresen fosztogatta a parkoló gépkocsikat."
cimborál,2,"(rosszalló) Titkos, bűnös szövetségben van valakivel.",ige,,"Az ellenséggel cimborál., Az ördöggel cimborál : erkölcstelen módon éri el célját.,Felszínesen barátkozik, pajtáskodik valakivel.,Nem a barátja, vele is csak cimborál."
címer,4,"Meghatározott szabályok szerint megszerkesztett, általában pajzs alakú jelvény; nemesi családok, városok, országok stb.",fn,"~t,~e","szimbóluma.,Családja címerén egy kecske is látható.,(régi) Cégér, cégtábla.,A vendégfogadó címerében vörös ökör volt látható.,Szarvas, őz agancsa.,Az állat elhullatta címerét.,(népi) Porzós virágzat.,A kukorica már kihozta a címerét."
címeres,3,Címerrel ellátott.,mn,"~et,~en","A falon címeres pajzsok függnek.,Egy címeres levelet kapott.,Olyan, akinek címere van.,Ősei címeres nemesek voltak.,(rosszalló) Hírhedt.,Az a címeres gazember azt várja, hogy higgyek neki.,Nagy, felfelé hajló (szarv).,Ennek a szarvasmarhafajtának címeres szarva van., Címeres ökör : a) ilyen szarvú állat b) nagyon buta ember."
címez,5,"(régi) Valamilyen címmel illet, valaminek szólít.",ige,,"Nagyságos úrnak címezte, amikor találkoztak.,Postai küldeményre címet ír.,Egész délután borítékokat címzett.,Célzást, megjegyzést intéz valakihez, vagy valaki ellen irányít.,A csípős megjegyzést burkoltan a menyének címezte, de csak a fiának mondta."
címke,3,"Árura ragasztott, annak nevét, súlyát stb.",fn,"*k,*t,*je","feltüntető kis papírlap.,Leázott a sörösüveg címkéje.,Enyves hátú, üres kis papír, melyre ráfér a tulajdonos neve.,A bekötött iskolai füzetre címkét kell ragasztani.,Szállodák, városok, nevezetességek valamelyikét reklámozó kis papírdarab.,Autójára és bőröndjeire sok színes címke volt ragasztva."
címlet,2,Meghatározott értékű bankjegy vagy érme.,fn,"~et,~e","Ezerforintos címletekben fizetett.,Meghatározott (névértékű) példány valamiből.,Az értékpapírt tízezer forintos címletekben bocsátják ki.,Sikerült hozzájutnom a bélyegsorozat legnagyobb címletéhez is."
cimpa,2,"A fülkagylónak, a fül külső, porcos részének alsó karéja.",fn,"*k,*t,*ja","Aranykarikát visel a füle cimpájában.,Az orrlyuk körüli, mozgatható, húsos rész.,Kitágult cimpákkal szívta magába a friss erdei levegőt."
címzetes,3,"Olyan (személy), aki hatáskör nélkül visel címet, rangot.",mn,"~t,vagy,~et",Kinevezték címzetes egyetemi docensnek.
címzett,4,"(mn-i in is) ~ ek, ~et, ~en Valakinek szóló.",mn,,"A neki címzett levelet más bontotta fel.,(régi) Valaminek szólított.,A doktor úrnak címzett személy még egyszer megjelent a kórház folyosóján.,Valahogyan elnevezett.,A Szomjas Vándorhoz címzett vendéglőben találkoztunk.,(Főnévi használatban:) Az a személy, akihez a levél szól, akinek a neve a boríték címzésén áll.,A levél címzettje Kovács úr."
cincér,1,"Nyúlánk, hosszú csápú növényevő bogár.",fn,"~t,~e,vagy,~je","A cincér nagy tömegben igen kártékony, mert megrágja a hasznos növényeket."
cincog,2,"(Egér) vékony, szaggatott hangot hallat.",ige,,"Éjjel hallottam, hogy cincog az egér.,(tréfás, gúnyos) Gyakorlatlanul, hamisan hegedülget.,Egész délután a nyitott ablaknál cincogott azon az öreg hangszeren."
cinege,2,Cinke.,fn,"*k,*t,*je",
cingár,2,"(bizalmas) Sovány, gyenge testalkatú.",mn,"~at,~an","A cingár, szemüveges fiúcska tétován álldogált a kirakat előtt."
cinikus,4,"Keserűen kiábrándult, mindent kigúnyoló, semmibe vevő.",mn,"~at,~an","Nehéz elviselni a cinikus ember viselkedését.,Cinikus megjegyzéseivel sorra magára haragította ismerőseit.,(Főnévi használatban:) Egy bizonyos ókori görög filozófiai iskolának a híve, tagja.,A cinikusok az igénytelenséget és a közönyt tartották a legfőbb erénynek."
cink,2,"Kémiai elem, kristályos szerkezetű fém.",fn,"~et,~je","A cink színe kékesfehér.,Ezt tartalmazó vegyület.,Cinkkel vonják be a fémlemezt."
cinke,2,"Kistestű, színes tollú énekesmadár.",fn,"*k,*t,*je","A cinkék általában faodúban, korhadt fatörzsekben fészkelnek, de az őszapó és a függőcinege mesteri fészket épít.,Télen olajos magvakkal, dióbéllel etessük a cinkéket!"
cinkelt,1,(szleng) Hamiskártyás által titokban megjelölt (kártyalap).,mn,"~et,~en",Mindig cinkelt kártyával játszik.
cinkos,4,(rosszalló) Bűntárs.,fn,~t,"A sikkasztót és cinkosát letartóztatta a rendőrség.,„Mert vétkesek közt cinkos, aki néma” (Babits M.: Jónás könyve).,(tréfás) Ugratásaihoz mindig talál cinkosokat.,(Jelzőként:) Ilyen személyre jellemző.,Cinkos pillantásokat váltottak egymással."
cinóber,1,"Narancsvörös, porrá törve piros érc.",fn,"~t,~e","Színe a cinóber színére emlékeztet.,Ilyen vörös ércből készült élénkpiros festék.,A képhez leginkább cinóbert használt.,(Jelzőként:) Élénkpiros.,Cinóber színezőanyagot használ."
cintányér,2,Két tányér alakú rézkorongból álló ütőhangszer.,fn,,A cintányér csendülésére mindenki felkapja a fejét.
cinterem,1,(régi) Templom körüli temető.,fn,,"A cinterem keresztjei között sétált.,Temető halottasháza.,A cinteremben ravatalozták fel halott édesapját."
cipel,5,"(Terhet) nehezen, erőlködve visz.",ige,,"Hatalmas zsákot cipel.,(átvitt) Mások gondját is a vállán cipeli.,Unszolással vagy erőszakkal magával visz valakit.,A barátját is magával cipelte bevásárló körútjára."
cipellő,2,"(régi, választékos) Könnyű női vagy gyermeklábbeli.",fn,"~t,~je",A királyfi megtalálta a palota lépcsőjén Hamupipőke elhagyott cipellőjét.
cipész,3,Cipőkészítő és -javító iparos.,fn,"~t,~e",Elvitte a cipészhez a csizmáját megsarkaltatni.
cipó,3,"Kerek, kisebb kenyér.",fn,"~t,~ja","Rozslisztből sütött cipót.,(népi) Púp, duzzanat.,Akkora pofont kapott, hogy cipó nőtt a képén., (bizalmas, durva) Cipóra ver valakit : nagyon megver.,Cipóra verte egyik társát."
cipő,5,Zárt felsőrészű lábbeli.,fn,"~t,~je",Fűzős cipőt hord.
ciprus,2,"Oszlopszerű, hegyes, sötét koronájú fenyőféle.",fn,"~t,~a","A sírt karcsú ciprusok veszik körül.,(átvitt, választékos, a gyász, a bánat jelképeként:) „Ne lássák a bú ciprusát, higgyék, örök az ifjúság” (Kosztolányi D.: Üllői úti fák)."
cipzár,2,"(bizalmas) Összekapcsolódó fogacskákból álló, gyorsan csukható és nyitható zár.",fn,"~t,vagy,~at,~ja",Új cipzárt kellett varrnia a nadrágjába.
ciráda,2,"Aprólékos, kacskaringós díszítés.",fn,"*k,*t,*ja","Hosszan tisztogatta a kandallórács cirádáit.,(rosszalló) Szóvirág.,Beszéde tele volt cirádákkal."
cirbolyafenyő,1,"Közép-Európa magas hegységeiben honos, hosszú tűjű fenyőféle.",fn,,A cirbolyafenyőnek vörösbarna fája és tojásdad alakú toboza van.
cirill,2,"Egyes szláv nyelvekben, például az oroszban használatos írásforma.",fn,~t,"A szerbben még mindig használják a latin betűs írás mellett a cirillt is.,A cirill betűs írást jól tudja olvasni."
ciripel,1,"(Tücsök) vékony, messze hangzó, meg-megszakadó hangon szól.",ige,,Tücsök ciripel a kertben.
cirka,2,"(bizalmas) Körülbelül, mintegy.",hsz,,Cirka százezerbe kerül az utazás.
cirkál,2,"Megfigyelés, ellenőrzés céljából körbejár.",ige,,"(Katonai használatban:) Járőrök cirkálnak a városban.,Repülőgépek cirkáltak fölöttük.,(Mindennapi használatban:) Dolgozatíráskor a tanár a padsorok közt cirkál."
cirkáló,2,Gyors hadihajó.,fn,"~t,~ja",A flotta három cirkálója ellenőrizte az öböl bejáratát.
cirkusz,4,Mutatványokkal szórakoztató intézmény.,fn,"~t,~a","A kör alakú sátorban vagy épületben működő cirkuszban emberek és állatok szórakoztatják a nézőtéren ülő közönséget.,Versenyek, játékok, állatviadalok tartására szolgáló, ellipszis vagy kör alakú ókori építmény.,Az ókor embere a cirkuszba járt szórakozni.,(bizalmas) Zűrzavarral, lármával, felfordulással járó jelenet, botrányos esemény.,Nagy cirkusz volt az iskolában.,(bizalmas) Költséges előkészületekkel járó fölösleges ceremónia.,Ne csinálj nagy cirkuszt a vendégségből."
cirmos,2,Csíkokkal vagy foltokkal tarkázott.,mn,"~t,vagy,~at","Cirmos cica ül a kályha mellett.,Cirmos szegfűt kérek.,(Főnévi használatban:) Ilyen bundájú macska.,A cirmos belenyalt az asztalon felejtett tejfölös csuporba."
cirógat,3,"Gyengéden simogat valakit, valamit.",ige,,Vigasztalóan cirógatta hüppögő unokáját.
cirok,1,Embermagasságúra megnövő pázsitfűféle.,fn,~ja,A cirkot főleg seprűkészítésre használják.
ciróka-maróka,1,"(kedveskedő) (Kisgyermek simogatásakor, hízelkedő szóként használatos.)",msz,,"„Ciróka-maróka, mit főztél, Katóka?,Kavartam babocskát, sütöttem pampuskát.,Ide raktam, oda raktam, Utoljára mind bekaptam, hamm!” (népi mondóka)"
cisztercita,1,A francia eredetű tanító szerzetesrendhez tartozó.,mn,"*k,*t","Egy cisztercita kolostorban volt szerzetes.,(Főnévi használatban:) Cisztercita szerzetes.,A ciszterciták templomában harangoznak."
ciszterna,2,Csapadékvíz összegyűjtésére szolgáló tárolómedence.,fn,"*k,*t,*ja","Olyan sok eső esett, hogy a ciszterna csaknem megtelt."
