word,frequency,word_class,word_endings,example_sentences
grafit,2,fn,ot ja,"A szén puha, kristályos módosulata. A grafit és a gyémánt is szénmódosulat. A ceruzában levő, ebből az anyagból készült Ne dobáld a ceruzát, mert eltörik benne a grafit!"
gramm,4,fn,ok ot ja,"~ok, ~ot, ~ja A tizedes súlyrendszer alapegysége, 1 cm 4 °C hőmérsékletű víznek a súlya. (Jelzőként:) Eladott tíz gramm aranyat."
gránát,1,fn,ot ja,"Szilikátot tartalmazó, többféle színben előforduló kristályos ásvány. Gyűrűjében gránátból csiszolt kő van."
gránát,2,fn,ok ot ja,"~ok, ~ot, ~ja Tüzérségi lövedék. Mellette robbant fel egy gránát, megsérült az egyik lába. Kisméretű, kézzel hajítható robbanószerkezet. Elhajított egy gránátot a hadgyakorlaton."
gránátalma,1,fn,,"A Földközi-tenger mentén élő, égővörös virágú fa. A gránátalma nálunk csak díszcserjeként él meg. Ennek a fának piros belű, sokmagvú, alma nagyságú, savanykás ízű gyümölcse. Egyiptomban evett gránátalmát."
gránit,3,fn,ot ja,"Nagyon kemény, szürke színű, szemcsés szerkezetű kőzet. Az utakat régen gránitból faragott kockákkal burkolták."
gratulál,5,ige,ni,"(Szóban vagy írásban) valamilyen alkalomból kifejezi elismerését, jókívánságait valakinek. Gratulálok a bátyád házasságkötéséhez."
grecska,1,fn,,"Fasírozottat rendeltem, köretnek meg grecskát."
gregorián,2,mn,t,"Egyszólamú, régi, katolikus egyházi (ének). A templomban szép gregorián énekeket énekeltek. Gregorián naptár érvényes naptárrendszerünk. A történettudomány a gregorián naptár szerint számolja a korábbi időket is."
grépfrút,2,fn,ok ot ja,"~ok, ~ot, ~ja A narancsnál kissé nagyobb, sárgás héjú, kesernyés ízű déligyümölcs. Minden reggel megeszik egy grépfrútot, így elégíti ki C- vitamin-szükségletét."
griffmadár,2,fn,,"Mesebeli, nagy madár, amely a sashoz és az oroszlánhoz is hasonlít. Három napon át repítette a királyfit a griffmadár a"
grill,2,fn,ek t je,A csirkét betette a grillbe. Főleg roston sült húsételeket árusító (gyors)étterem. A grillben ebédelt.
grillázs,1,fn,t a,"Pirított cukor és darabos, pörkölt mogyoró, dió, mandula megkeményedett keveréke. A grillázzsal süteményeket, fagylaltot"
grillsütő,1,fn,,"Elektromos hússütő készülék. A csirkecombot grillsütőben süti meg, hogy porhanyós legyen a húsa. használható, roston sütésre alkalmas, faszénnel működő készülék. A kert végében, grillsütőn készítettük a hirtelensültet."
grimasz,3,fn,ok t a,"Az arcizmok, a száj, az orr erős érzelmeket kifejező torz mozdulata. Észrevette barátja arcán a megvető grimaszt. Grimaszokat"
grimbusz,1,fn,ok t a,"(bizalmas, rosszalló) Hangos, botrányos veszekedés. Nagy grimbusz volt náluk. Mi a grimbusz?"
gríz,2,fn,t e,Búzából készült dara. Grízből készít galuskát a levesbe.
gróf,3,fn,ok ot ja,"~ok, ~ot, ~ja A bárónál egy fokozattal magasabb rangú főnemes. A gróf eladta a birtokát, és a városba költözött. „A gróf tán épp (Ady E.: A grófi szérűn). Ennek rangja, cím(zés)e. Gróf Széchenyi István is jelen volt. (régi) Tartományúr, Haddal jött ránk a szebeni gróf."
grófnő,2,fn,,"Grófi származású nő. A grófnő édesapja, az öreg gróf fogadta a vendégeket. Gróf felesége. A grófnő szülei polgárok"
grófság,2,fn,ok ot a,"Grófi cím, méltóság. Grófságot kapott a királytól. (ritka) Grófi birtok. A szomszédos grófságban kapott munkát. (Némely országban) közigazgatási egység. Tíz angol grófságban sem találni olyan tömött szőrű birkát, mint amilyen ez volt."
groteszk,4,mn,ek et ül,"~ek, ~et, ~ül (választékos) Nevetséges és furcsa. Groteszkül hat ebben az öltözetben. Különös, fantasztikus, emberi, állati és növényi motívumokat folyamatos dísszé összekapcsoló, ilyeneket felhasználó. A reneszánsz gyakori műfaja volt a groteszk freskó. (műalkotás, stílus), amelyben össze nem illő vagy szélsőségesen ellentétes elemek keverednek. Dürrenmatt groteszk drámáiban egyszerre van jelen a komikum és a tragikum. (Főnévi használatban:) A groteszk előzményeit már a római művészetben is megtalálhatjuk. Egyforma vastag vonalakból álló (betűtípus). Groteszk betűkkel szedik a szöveget. használatban:) Groteszkkel szedik a szöveget."
grund,3,fn,ok ot ja,"~ok, ~ot, ~ja Beépítetlen telek. A városi gyerekek a grundon szoktak focizni. A Pál utcai fiúk a grundért harcoltak."
grúz,2,mn,ok t ul,"A Grúziában élő, kaukázusi nyelvet beszélő néphez tartozó, vele kapcsolatos. grúz nyelven. Beszélek egy keveset (Főnévi használatban:) Láttam egy ismerős grúzt. A grúzok egy része Grúzián kívül, például Iránban él. kaukázusi nyelvek egyike."
guba,1,fn,,"Fürtösre szőtt durva posztóból készült felsőkabát. A szegénylegény felvette gubáját, amin a fűben hevert."
guba,1,fn,,"(népi) Növényen élősködők által előidézett kinövés. A tölgyfa levelén a rovarok gubát okoztak. Henger alakúra sütött kenyér- vagy kalácstésztából (tejjel) leforrázva készített étel. Kedvence a mákos guba, melyet főleg karácsonykor készítenek. (szleng) Pénz. Már megint kevés a guba."
gubanc,2,fn,ok ot a,"Összekuszálódott szálak csomója. Bogozd ki a gubancot! Csupa gubanc a haja. (bizalmas) Baj, probléma."
gubbaszt,3,ige,ani,"Összekuporodva üldögél. Valami baja lehet, egész nap a sarokban gubbaszt."
guberál,1,ige,ni,"Használható tárgyak után kutat, turkál. A kapualjakba állított kukákban guberál."
gubó,2,fn,k t ja,"Bábállapotban levő rovart körülvevő burok. A selyemhernyó gubójából lesz a selyem. Toktermés, amelyben a magok Leszedtük a mák gubóját."
guggol,4,ige,ni,"Térdét teljesen behajlítva olyan testhelyzetben van, hogy combjai a sarkához közel kerülnek. Ne ülj le a homokozóban, csak A gyerek mellé guggol, úgy öltözteti."
gukker,1,fn,ek t e,Gukkeren át nézi a színészek játékát.
gúla,2,fn,,"Sokszögű alappal és egy csúcsban összefutó háromszögekkel határolt mértani test. Számítsd ki a gúla térfogatát! Gúlaszerű alakzat. A fegyvereket gúlába rakták. (régi) Piramis. „Mért él a pór? – A gúlához követ Hord az erősnek” (Madách I.: Az ember tragédiája). Csoportos akrobatamutatvány, amelyben a tornászok egymás karján, vállán stb. gúla alakban állnak. A tornászok gúlában állnak."
gulág,1,fn,ok ot ja,"~ok, ~ot, ~ja A sztálini Szovjetunió koncentrációs táborrendszere, illetve a rendszer egy lágere. A faluból sok férfit vittek el a gulágra."
gulya,2,fn,,"Szarvasmarhák csoportja, amely éjjel-nappal a legelőn van. „Délibábos ég alatt kolompol Kis-Kúnságnak száz kövér gulyája” (Petőfi S.: Az alföld)."
gulyás,2,fn,ok t a,Gulyát őrző pásztor. A gulyás terelgeti a marhákat.
gulyás,4,fn,ok t a,"Apróra vágott (marha)húsból paprikás, hagymás zsírral és egy kevés burgonyával készített étel. A bográcsban már rotyog a Az első fogás gulyás lesz."
gulyásleves,2,fn,,A gulyással azonos anyagokból zöldség és csipetke hozzáadásával készült leves. Gulyásleves volt a tészta előtt.
gumi,4,fn,k t ja,"Kaucsukból készült vízhatlan, rugalmas anyag. A papucsom talpa gumiból van. Ebből készített tárgy. Megjavíttattam a kerékpár gumiját. Gumival törli ki a hibás szavakat. Gumival zárja le a befőttesüvegeket."
gumó,3,fn,k t ja,"Növény megvastagodott föld alatti szára. A krumpli gumóját kiszedik a földből. A dália gumóit csak április végén szabad Kisebb kemény duzzanat, csomó. Az ütéstől gumó nőtt a fején."
gúnár,2,fn,ok t ja,A libacsapat élén nyakát nyújtogatva a gúnár halad.
gúny,4,fn,t a ja,"Valakit, valamit lekicsinylő, nevetségessé tevő kifejezés-, illetve beszédmód. Maró gúny volt a szavaiban. Nem mondott semmi rosszat, de enyhe gúny érződött a hangján. Irodalmi műben emberi visszásságok felnagyítása azzal a céllal, hogy nevetségessé váljanak. Ügyesen forgatja a gúny fegyverét."
gúnya,2,fn,,(népi vagy gúnyos) Ilyen ócska gúnyában nem illik színházba menni.
gunnyaszt,2,ige,ani,"Összehúzódzkodva mozdulatlanul ül. Biztosan beteg, reggel óta a kályha mellett gunnyaszt."
gúnyol,4,ige,ni,"Gúnnyal illet, csúfol valakit. Társai gúnyolják beszédhibája miatt. Azzal gúnyolják, hogy hamisan énekel."
gúnyolód|ik,4,ige,ni,"(Ismételten vagy tartósan) nevetségessé tesz valakit, valamit. Nem illik a beszédhibáján gúnyolódni. Folyton gúnyolódik ügyetlen kistestvérével."
gunyoros,3,mn,ak at an,"~ak, ~at, ~an (választékos) Finom, enyhe gúnyt érzékeltető. Gunyorosan beszél vele. Elengedte a füle mellett barátja gunyoros megjegyzését."
guriga,1,fn,,"(gyermeknyelvi) Játékként is használatos, henger alakú tárgy. Gurigára tekeri a cérnát. Lökd ide azt a gurigát! (Jelzőként:) (Orsóra tekerve árusított anyagból) annyi, amennyi egy gurigán szokott lenni. Kérek egy guriga cérnát."
gurít,4,ige,ani,"(Enyhén) meglök valamit, hogy guruljon. Golyókat gurítanak egymásnak. Kerekein gördítve tol valamit. Az autót az út szélére gurították."
gurul,5,ige,ni,Tengelye körül forogva halad. Az ágy alá gurult a labda. Kerekein gördülve halad. Lassan gurul az autó a lámpáig. (Kifejezésekben:) Gurul a kövérségtől nagyon kövér. Gurul a nevetéstől nagyot nevet.
gusztus,3,fn,ok t a,"Gusztus dolga, de nekem nem tetszik. Furcsa gusztusa van, szereti a csigát előételnek. Gusztusa támadt a kocsonyára. Gusztust kapott a süteményre. Gusztust csináltál nekem a játékhoz. támad valamire kedve van hozzá, vágyik rá. Egy kis sétára támadt gusztusa."
gusztusos,2,mn,ak at an,"~ak, ~at, ~an Gusztusosan van berendezve a lakása. Gusztust keltő. De gusztusos ez az alma! Gusztusosan van tálalva az ebéd. Vonzó külsejű. Egy gusztusos fiatalasszony volt a pincérnő."
gusztustalan,3,mn,ok t ul,"Tisztátalan, elhanyagolt. Ebben a gusztustalan környezetben akarod fogadni a barátaidat? Undort keltő. Gusztustalan ez a romlott étel. Nem szeretem a gusztustalan vicceket."
guta,3,fn,,A guta okozta a halálát. Megütötte a guta agyvérzést kapott. | A guta kerülgeti agyvérzés környékezi nagyon melege van nagyon mérges. (Szitkozódásban:) Ütné meg a (lapos) guta!
gutaütés,2,fn,,"Bénulást, halált okozó agyvérzés. Gutaütés érte. Gutaütésben halt meg. Elszáradás, hirtelen pusztulás. gutaütést kapott az aszályban."
gúzs,2,fn,ok t a,Hajlékony anyagból csavart kötél. Gúzzsal kötözték össze a kezét.
guzsaly,1,fn,ok t a,"Kézi fonáshoz használatos eszköz. A guzsaly levehető rúdjára tekerik rá a megfonni való kendert, lent. (népi) Rokka. Lábbal hajtotta a guzsalyt."
gügyög,2,ige,ni,"Értelmetlen hangokat ad ki, beszédet próbál utánozni. A kisbaba már gügyög. (rosszalló) Kényeskedve beszél. rendesen beszélni, csak gügyögni."
gürcöl,2,ige,ni,"Dolgozik, fárasztó, nem kedvére való munkát végez. Hiába gürcölök, nincs semmi eredménye."
güriz|ik,2,ige,ni,"Megerőltető munkában fáradozik. Reggeltől estig gürizünk, hogy idejében elkészüljön a munka."
güzü,1,fn,k t je,"A házi egérhez hasonló mezei rágcsáló. A güzünek világosabb a szőr a hasán, mint az egérnek. (népi) Ehhez hasonló életmódú mezei állat (mezei egér, pocok, ürge, vakondok). Miféle güzü szalad ott? (bizalmas) Szorgalmasan és kitartóan dolgozó, gyűjtögető ember. Ez a güzü mindent elvállal."
gyagya,2,mn,,"Ostoba (személy). Az a gyagya öcsém megint árulkodott, ezért mindkettőnket megbüntettek."
gyagyás,2,mn,ak at an,"~ak, ~at, ~an Ostoba (személy). Hiába beszélek ennek a gyagyás húgomnak, nem ért meg semmit."
gyakori,5,mn,ak t,"Gyakran megtörténő, sokszor ismétlődő. Gyakori eset, hogy elkésik. Sok helyen előforduló. A parlagfű gyakori gyomnövény, minden megyében megtalálható."
gyakorlat,5,fn,ok ot a,"Valaminek sokszori ismétlése azért, hogy megtanuljuk. Tanulással megszerzett készség, jártasság. Van benne gyakorlata. Gyakorlati tevékenység. A gyakorlatban is alkalmazza elméletét. Törvényesen gyakorolt szakma, tevékenység. orvosi gyakorlatot folytat. Szakma gyakorlása során a vele kapcsolatos munkában való részvétel. Tanítónő lesz, a nyáron egy táborban volt gyakorlaton. Gyakorlásra szánt feladat. Megoldottam két gyakorlatot. Sportversenyszám. A kötelező és a szabadon választott gyakorlatokat is hibátlanul mutatta be."
gyakorlati,4,mn,ak t lag,"~ak, ~t, ~lag A gyakorlattal, a mindennapi élettel kapcsolatos. Gyakorlati pályára készül, nem tudósnak. Gyakorlatilag : a gyakorlatban, a Szép elmélete gyakorlatilag semmire sem jó."
gyakorlatoz|ik,2,ige,ni,"Gyakorol, gyakorlatokat végez. A kiképzésük során rengeteget gyakorlatoznak a katonák, hol éles lőszerrel, hol vaktölténnyel."
gyakorlóiskola,2,fn,,"gyakorlóiskola Olyan iskola, amelyben a nevelői pályára készülők az oktatást, nevelést gyakorolják. A gyakorlóiskolákban kiváló tanárok segítik a tanárjelöltek, egyetemi hallgatók felkészülését."
gyakornok,3,fn,ok ot a,"Kezdő, még nem véglegesített alkalmazott. Tapasztalt munkatársak mellett ifjú gyakornokok tanulják a szakmát."
gyakorol,5,ige,ni,"Gyakran ismételve tanul valamit. Gyakorolja az igeragozást. (Zenei) gyakorlatokat, feladatokat végez. Naponta két órát gyakorol a csellón. Végez, megvalósít, érvényesít valamit. A minisztérium gyakorolja a felügyeletet az intézmény fölött. Kifejt, előidéz valamit. Nagy hatást gyakorolt rá az előadás. Rendszeresen folytat, űz valamit. Már nem gyakorolja a (bizalmas) Gyakorlaton van. Tanítóképzős hallgatóként abban az iskolában gyakoroltam, ahová régen jártam."
gyakorta,3,hsz,,"hsz (régi, választékos)"
gyakran,5,hsz,,"Sűrűn ismétlődő, egymás után gyorsan következő időszakokban. Gyakran járok moziba. Télen gyakran megfázik. Gyakran előfordul, hogy elkésik."
gyaláz,5,ige,ni,"Sértő, durva szavakkal illet, szidalmaz valakit, valamit, túlzóan rosszat mond róla. A pereskedők a bíróság előtt is gyalázták"
gyalázat,4,fn,ot a,"A becsületen esett súlyos csorba, szégyen. „Mit rákentek a századok, lemossuk a gyalázatot” (Petőfi S.: Nemzeti dal). felháborodás kifejezéseként:) Aljas dolog. Szégyen és gyalázat! Igazán gyalázat azt állítani, hogy hazudtam!"
gyalázatos,4,mn,ak at an,"~ak, ~at, ~an Olyan (tett), amely miatt valaki szégyellheti magát. Gyalázatosan viselkedett, szemtelenkedett az idős asszonnyal. Megvetésre méltó, aljas. Ilyen gyalázatos hazugságot még nem hallottam. „Becstelen teremtés! Gyalázatos pára! Ilyet mersz te tenni világnak csúfjára?” (Petőfi S.: János vitéz). (túlzó) Nagyon rossz. Gyalázatos időjárás ez! Gyalázatos a koszt az"
gyalog i.,5,hsz,,"Saját lábán járva, menve. Elment az utolsó busz, gyalog megyünk haza."
gyalog ii.,2,mn,ok ot,Egy gyalog küldönc hozta a levelet.
gyalog iii.,3,fn,ok ot ja,"~ok, ~ot, ~ja Sakkfigura, amely a megnyitáskor kettőt, azután egyet-egyet léphet előre, átlósan üt, és 8 db van belőle. Leütött egy gyalogot."
gyalogol,5,ige,ni,Az iskoláig gyalogol. Naponta több órát gyalogol.
gyalogos,4,mn,ak at an,"~ak, ~at, ~an Jármű nélkül, gyalog közlekedő (személy). A gyalogos nénit elütötte a motoros fiatalember. Gyalogosan jöttem. használatban:) A belváros tele van gyalogosokkal. A gyalogsághoz tartozó. Kétszáz gyalogos katona védte a várost. használatban:) Felvonultak a gyalogosok. Gyalog történő. A hídon tilos a gyalogos közlekedés."
